,first,second
245,You have an active mind.,You are tremendously responsive to physical appearances.
246,You have an active mind.,the physical attractiveness of your partner is very important to you.
247,You have an active mind.,You enjoy indulging yourself.
248,You have an active mind.,You enjoy indulging the ones you love.
249,You have an active mind.,it is too easy for you to be extravagant.
250,You have an active mind.,it is too easy for you to put too much value in material things.
251,You have an active mind.,Comfort is important to you.
252,You have an active mind.,you hate getting your hands dirty.
253,You have an active mind.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
254,You have an active mind.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
255,You have an active mind.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
256,You have an active mind.,You aim to please in practical ways.
257,You have an active mind.,You aim to please in earthy ways.
258,You have an alert mind.,Gaining knowledge and putting it to good use are important to you.
259,You have an alert mind.,You strive for perfection.
260,You have an alert mind.,You can be quite the person to live with or to be around because your standards for yourself and others are so high.
261,You have an alert mind.,"At times others can never be ""good"" enough to meet those high standards."
262,You have an alert mind.,Finding fault with what's wrong with things is your forte.
263,You have an alert mind.,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do."
264,You have an alert mind.,Pessimism and being too self-critical are two faults you should try to improve upon.
265,You have an alert mind.,"You may tend to worry too much, especially about the small stuff, the little details."
266,You have an alert mind.,Too much worry can lead to health problems.
267,You have an alert mind.,You need to learn to digest every experience.
268,You have an alert mind.,"You need to learn to assimilate it without bitterness, regret, spite or resentment."
269,You have an alert mind.,You need to get rid of any negativity that stems from a feeling of inadequacy.
270,You have an alert mind.,"You tend to look younger than you really are, no matter what your age."
271,You have an alert mind.,You are very restless.
272,You have an alert mind.,You are very nervous.
273,You have an alert mind.,you seldom have much weight on you.
274,You have an alert mind.,At times you can be very indecisive.
275,You have an alert mind.,At times you can be very unsure.
276,You have an alert mind.,"If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed."
277,You have an alert mind.,You soak up feelings like a sponge.
278,You have an alert mind.,"Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling."
279,You have an alert mind.,"Learning to control your own moods may be very difficult, yet necessary, for you."
280,You have an alert mind.,Your greatest need is to nurture and mother someone or ones.
281,You have an alert mind.,You often appear irrational to others because you can't always explain the reason or source of your feelings.
282,You have an alert mind.,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.
283,You have an alert mind.,You are also very sympathetic and understand the unspoken feelings and needs of others.
284,You have an alert mind.,You take slights very personally.
285,You have an alert mind.,"though you may forgive a mistake by a friend or loved one , you never forget it."
286,You have an alert mind.,Security is very important to you.
287,You have an alert mind.,you look for it in home.
288,You have an alert mind.,you look for it in family.
289,You have an alert mind.,you look for it in life.
290,You have an alert mind.,Your senses and emotions are quite strong.
291,You have an alert mind.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
292,You have an alert mind.,You are very tenacious.
293,You have an alert mind.,you do not give up or let go of things or people easily.
294,You have an alert mind.,Your mother is/was a strong influence for good or ill in your life.
295,You have an alert mind.,You are basically an introvert.
296,You have an alert mind.,You will do whatever it takes to protect and defend your family or loved ones.
297,You have an alert mind.,You tend to be a pack-rat because everything has an emotional memory behind it.
298,You have an alert mind.,you find security in all those memories.
299,You have an alert mind.,Nothing or no one is ever gone if they leave their memory behind.
300,You have an alert mind.,"Thus, you can become quite possessive."
